,patch,gameid,result,date,side,firstPick,top,jng,mid,bot,sup,ban1,ban2,ban3,ban4,ban5,opp_top,opp_jng,opp_mid,opp_bot,opp_sup
5245,16.4,NA1_5497381249,1,,Red,0,Vladimir,Udyr,Kassadin,Katarina,Yuumi,Volibear,Blitzcrank,Zaahen,Vayne,Yasuo,Rumble,Cho'Gath,Ryze,Tristana,Soraka
5246,16.4,NA1_5503341375,0,,Blue,1,Gangplank,Nunu & Willump,Zed,Swain,Azir,Qiyana,Rumble,Kha'Zix,Nautilus,,Darius,Rek'Sai,Ahri,Ziggs,Nami
5247,16.4,NA1_5503341375,1,,Red,0,Darius,Rek'Sai,Ahri,Ziggs,Nami,Viego,Graves,Camille,Pyke,Shaco,Gangplank,Nunu & Willump,Zed,Swain,Azir
5248,16.4,NA1_5502421926,1,,Blue,1,Ornn,Rengar,Ahri,Twitch,Karma,Aphelios,Fiora,Ambessa,Pyke,Diana,Kled,Lee Sin,Seraphine,Kai'Sa,Thresh
5249,16.4,NA1_5502421926,0,,Red,0,Kled,Lee Sin,Seraphine,Kai'Sa,Thresh,Ambessa,Braum,Fiora,Draven,Kassadin,Ornn,Rengar,Ahri,Twitch,Karma
5250,16.4,NA1_5501310308,1,,Blue,1,Vayne,Viego,Ahri,Senna,Anivia,Zed,Ryze,Caitlyn,Malzahar,Malphite,Tryndamere,Darius,Hwei,Cassiopeia,Alistar
5251,16.4,NA1_5501310308,0,,Red,0,Tryndamere,Darius,Hwei,Cassiopeia,Alistar,Braum,Ornn,Caitlyn,Shaco,,Vayne,Viego,Ahri,Senna,Anivia
5252,16.4,NA1_5505147421,0,,Blue,1,Darius,Kayn,LeBlanc,Caitlyn,Seraphine,Zac,Twitch,Jarvan IV,Aphelios,Renekton,Zaahen,Master Yi,Zoe,Jhin,Nami
5253,16.4,NA1_5505147421,1,,Red,0,Zaahen,Master Yi,Zoe,Jhin,Nami,Malzahar,Nautilus,Braum,Ekko,Renekton,Darius,Kayn,LeBlanc,Caitlyn,Seraphine
5254,16.4,NA1_5505253293,0,,Blue,1,Aatrox,Teemo,Zed,Ashe,Nautilus,Yone,Malphite,Orianna,Dr. Mundo,Morgana,Cho'Gath,Shen,Malzahar,Twitch,Thresh
5255,16.4,NA1_5505253293,1,,Red,0,Cho'Gath,Shen,Malzahar,Twitch,Thresh,Nocturne,Blitzcrank,Viego,Fizz,Mel,Aatrox,Teemo,Zed,Ashe,Nautilus
5256,16.4,NA1_5502354239,1,,Blue,1,Kayle,Master Yi,Galio,Varus,Annie,Riven,Zed,Mordekaiser,Rengar,Leona,Tryndamere,Ambessa,Orianna,Xayah,Pantheon
5257,16.4,NA1_5502354239,0,,Red,0,Tryndamere,Ambessa,Orianna,Xayah,Pantheon,Fizz,Rengar,Braum,Yorick,Gwen,Kayle,Master Yi,Galio,Varus,Annie
5258,16.4,NA1_5501229487,1,,Blue,1,Shen,Zaahen,Azir,Draven,Sona,Caitlyn,Blitzcrank,Xerath,Irelia,Swain,Aatrox,Viego,Orianna,Aphelios,Braum
5259,16.4,NA1_5501229487,0,,Red,0,Aatrox,Viego,Orianna,Aphelios,Braum,Twitch,Morgana,Xin Zhao,Kindred,Vayne,Shen,Zaahen,Azir,Draven,Sona
5260,16.3,NA1_5495097257,0,,Blue,1,Yorick,Nunu & Willump,Akshan,Swain,Nami,,Rek'Sai,Irelia,Pyke,Akali,Mordekaiser,Briar,Zed,Smolder,Janna
5261,16.3,NA1_5495097257,1,,Red,0,Mordekaiser,Briar,Zed,Smolder,Janna,Cassiopeia,Gwen,Twitch,Bel'Veth,Jinx,Yorick,Nunu & Willump,Akshan,Swain,Nami
5262,16.4,NA1_5497424953,0,,Blue,1,Ornn,Riven,Sylas,Xayah,Thresh,Caitlyn,Camille,Zed,Gwen,Ivern,Volibear,Nocturne,Vel'Koz,Jhin,Nautilus
5263,16.4,NA1_5497424953,1,,Red,0,Volibear,Nocturne,Vel'Koz,Jhin,Nautilus,Twitch,Rengar,Lulu,Katarina,Jax,Ornn,Riven,Sylas,Xayah,Thresh
5264,16.4,NA1_5500879840,1,,Blue,1,Zed,Ambessa,Kassadin,Vel'Koz,Janna,Kha'Zix,Sivir,Malphite,Yasuo,Riven,Mordekaiser,Vi,Zac,Varus,Lulu
5265,16.4,NA1_5500879840,0,,Red,0,Mordekaiser,Vi,Zac,Varus,Lulu,Rengar,Pyke,Nautilus,Ahri,Riven,Zed,Ambessa,Kassadin,Vel'Koz,Janna
5266,16.4,NA1_5504657173,1,,Blue,1,Irelia,Sylas,Katarina,Caitlyn,Thresh,Jayce,Kindred,Jax,Pyke,Akali,Garen,Dr. Mundo,Yone,Veigar,Lux
5267,16.4,NA1_5504657173,0,,Red,0,Garen,Dr. Mundo,Yone,Veigar,Lux,Sivir,Renekton,Elise,Volibear,Talon,Irelia,Sylas,Katarina,Caitlyn,Thresh
5268,16.3,NA1_5495063937,1,,Blue,1,Mordekaiser,Jarvan IV,Varus,Samira,Leona,Milio,Irelia,Poppy,Swain,Blitzcrank,Ornn,Rek'Sai,Ahri,Aphelios,Thresh
5269,16.3,NA1_5495063937,0,,Red,0,Ornn,Rek'Sai,Ahri,Aphelios,Thresh,Nautilus,Naafiri,Volibear,Ambessa,Akshan,Mordekaiser,Jarvan IV,Varus,Samira,Leona
5270,16.4,NA1_5504319601,1,,Blue,1,Jax,Mordekaiser,Mel,Yunara,Zilean,Viego,Kassadin,Poppy,Graves,Illaoi,Yasuo,Sylas,Akshan,Veigar,Karma
5271,16.4,NA1_5504319601,0,,Red,0,Yasuo,Sylas,Akshan,Veigar,Karma,Morgana,Pantheon,Master Yi,Akali,Zed,Jax,Mordekaiser,Mel,Yunara,Zilean
5272,16.4,NA1_5504371997,0,,Blue,1,Fiora,Nunu & Willump,Vayne,Veigar,Alistar,Taliyah,Blitzcrank,Kha'Zix,Mel,Jax,Mordekaiser,Hecarim,Samira,Smolder,Fiddlesticks
5273,16.4,NA1_5504371997,1,,Red,0,Mordekaiser,Hecarim,Samira,Smolder,Fiddlesticks,Shaco,Akali,Gwen,,Soraka,Fiora,Nunu & Willump,Vayne,Veigar,Alistar
5274,16.4,NA1_5503542468,1,,Blue,1,Aatrox,Teemo,Akali,Lucian,Nami,Sylas,Kha'Zix,Rengar,Katarina,Jayce,Nasus,Jarvan IV,Galio,Kai'Sa,Nautilus
5275,16.4,NA1_5503542468,0,,Red,0,Nasus,Jarvan IV,Galio,Kai'Sa,Nautilus,Zaahen,Sona,Pyke,Sylas,Tryndamere,Aatrox,Teemo,Akali,Lucian,Nami
5276,16.4,NA1_5501222140,0,,Blue,1,Mordekaiser,Rengar,Aurelion Sol,Draven,Morgana,Caitlyn,Bel'Veth,Vladimir,,Singed,Sion,Shen,Twisted Fate,Miss Fortune,Senna
5277,16.4,NA1_5501222140,1,,Red,0,Sion,Shen,Twisted Fate,Miss Fortune,Senna,Talon,Mel,Irelia,Pyke,Nilah,Mordekaiser,Rengar,Aurelion Sol,Draven,Morgana
5278,16.4,NA1_5503601445,0,,Blue,1,Pantheon,Lee Sin,Vladimir,Swain,Thresh,Malphite,Rek'Sai,,Pyke,Nami,Heimerdinger,Briar,Senna,Jhin,Sona
5279,16.4,NA1_5503601445,1,,Red,0,Heimerdinger,Briar,Senna,Jhin,Sona,Malphite,Zaahen,Akali,Amumu,Tahm Kench,Pantheon,Lee Sin,Vladimir,Swain,Thresh
5280,16.4,NA1_5498236864,0,,Blue,1,Olaf,Gragas,Ahri,Brand,Senna,Ivern,Qiyana,Sylas,Jax,Samira,Dr. Mundo,Ornn,Mel,Jinx,Lulu
5281,16.4,NA1_5498236864,1,,Red,0,Dr. Mundo,Ornn,Mel,Jinx,Lulu,Zed,Anivia,Kha'Zix,Gwen,Pyke,Olaf,Gragas,Ahri,Brand,Senna
5282,16.4,NA1_5504149491,0,,Blue,1,Sion,Cho'Gath,Zed,Yunara,Brand,Jinx,Darius,Vel'Koz,Viego,Malphite,Vayne,Rek'Sai,Pantheon,Syndra,Nami
5283,16.4,NA1_5504149491,1,,Red,0,Vayne,Rek'Sai,Pantheon,Syndra,Nami,Pyke,Sivir,Yorick,Kha'Zix,Graves,Sion,Cho'Gath,Zed,Yunara,Brand
5284,16.4,NA1_5500123230,1,,Blue,1,Teemo,Naafiri,Ekko,Smolder,Neeko,Samira,Rengar,Kayn,Udyr,Ivern,Malphite,Zaahen,Syndra,Ziggs,Nami
5285,16.4,NA1_5500123230,0,,Red,0,Malphite,Zaahen,Syndra,Ziggs,Nami,Nilah,Rengar,Akali,Graves,Rell,Teemo,Naafiri,Ekko,Smolder,Neeko
5286,16.4,NA1_5504583939,1,,Blue,1,Yone,Nasus,Mel,Caitlyn,Zyra,Dr. Mundo,Xerath,Viego,Lucian,Quinn,Yorick,Ambessa,Vladimir,Jinx,Milio
5287,16.4,NA1_5504583939,0,,Red,0,Yorick,Ambessa,Vladimir,Jinx,Milio,Orianna,Irelia,Draven,Yunara,,Yone,Nasus,Mel,Caitlyn,Zyra
5288,16.4,NA1_5500925512,0,,Blue,1,Kennen,Xin Zhao,Mel,Corki,Tahm Kench,Graves,Yunara,Naafiri,Lulu,Tryndamere,Illaoi,Ambessa,Malzahar,Kai'Sa,Anivia
5289,16.4,NA1_5500925512,1,,Red,0,Illaoi,Ambessa,Malzahar,Kai'Sa,Anivia,Twitch,,Yasuo,Senna,Master Yi,Kennen,Xin Zhao,Mel,Corki,Tahm Kench
5290,16.4,NA1_5500184790,1,,Blue,1,Sett,Graves,Sylas,Corki,Yuumi,Pyke,Ambessa,Vladimir,Caitlyn,Varus,Teemo,Zaahen,Akali,Kai'Sa,Nautilus
5291,16.4,NA1_5500184790,0,,Red,0,Teemo,Zaahen,Akali,Kai'Sa,Nautilus,Viego,Darius,LeBlanc,Ashe,Pyke,Sett,Graves,Sylas,Corki,Yuumi
5292,16.4,NA1_5505340532,1,,Blue,1,Master Yi,Xin Zhao,Yone,Ziggs,Blitzcrank,Zaahen,Mel,LeBlanc,Riven,Zilean,Cho'Gath,Shyvana,Orianna,Ezreal,Karma
5293,16.4,NA1_5505340532,0,,Red,0,Cho'Gath,Shyvana,Orianna,Ezreal,Karma,,Kha'Zix,Kayle,Viego,Zac,Master Yi,Xin Zhao,Yone,Ziggs,Blitzcrank
5294,16.4,NA1_5505329943,0,,Blue,1,Cho'Gath,Zed,Akali,Caitlyn,Pyke,Rengar,Akshan,Malphite,Ambessa,Mel,Shen,Rek'Sai,Yasuo,Aurelion Sol,Elise
5295,16.4,NA1_5505329943,1,,Red,0,Shen,Rek'Sai,Yasuo,Aurelion Sol,Elise,Bard,Naafiri,Briar,Mordekaiser,Braum,Cho'Gath,Zed,Akali,Caitlyn,Pyke
5296,16.4,NA1_5503199826,0,,Blue,1,Jax,Darius,Katarina,Corki,Braum,Draven,Lux,Smolder,Gwen,Kha'Zix,Irelia,Ekko,Kayle,Tristana,Rengar
5297,16.4,NA1_5503199826,1,,Red,0,Irelia,Ekko,Kayle,Tristana,Rengar,Sylas,Malphite,Sona,Talon,Kai'Sa,Jax,Darius,Katarina,Corki,Braum
5298,16.4,NA1_5504929720,1,,Blue,1,Singed,Xin Zhao,Ekko,Sivir,Alistar,Blitzcrank,Kayle,Fiddlesticks,Sylas,Master Yi,Mordekaiser,Jax,Yasuo,Ashe,Maokai
5299,16.4,NA1_5504929720,0,,Red,0,Mordekaiser,Jax,Yasuo,Ashe,Maokai,Pyke,Malphite,Dr. Mundo,Nilah,Darius,Singed,Xin Zhao,Ekko,Sivir,Alistar
5300,16.4,NA1_5504751027,1,,Blue,1,Warwick,Viego,Lissandra,Kai'Sa,Tahm Kench,Yuumi,Malphite,Yasuo,Rengar,Zaahen,Aatrox,Diana,Yone,Annie,Swain
5301,16.4,NA1_5504751027,0,,Red,0,Aatrox,Diana,Yone,Annie,Swain,Lulu,Dr. Mundo,Akali,Master Yi,Gwen,Warwick,Viego,Lissandra,Kai'Sa,Tahm Kench
5302,16.4,NA1_5502374540,1,,Blue,1,Dr. Mundo,Master Yi,Morgana,Xayah,Nami,Pyke,Vladimir,Malphite,Rengar,Vayne,Garen,Zac,Anivia,Miss Fortune,Lux
5303,16.4,NA1_5502374540,0,,Red,0,Garen,Zac,Anivia,Miss Fortune,Lux,Malphite,Gwen,Yuumi,Ambessa,Mel,Dr. Mundo,Master Yi,Morgana,Xayah,Nami
5304,16.3,NA1_5495374125,0,,Blue,1,Malphite,Kha'Zix,Veigar,Senna,Renata Glasc,Zaahen,Blitzcrank,Braum,Naafiri,Caitlyn,Dr. Mundo,Jarvan IV,Zilean,Jinx,Pyke
5305,16.3,NA1_5495374125,1,,Red,0,Dr. Mundo,Jarvan IV,Zilean,Jinx,Pyke,Viego,Twitch,Mel,Bard,Varus,Malphite,Kha'Zix,Veigar,Senna,Renata Glasc
5306,16.4,NA1_5496258147,0,,Blue,1,Vayne,Ambessa,Sylas,Jhin,Sona,Pyke,Rengar,Ahri,Aphelios,Akali,Jayce,Kindred,Orianna,Swain,Bard
5307,16.4,NA1_5496258147,1,,Red,0,Jayce,Kindred,Orianna,Swain,Bard,Mel,Shaco,Morgana,Pyke,Akali,Vayne,Ambessa,Sylas,Jhin,Sona
5308,16.4,NA1_5500531024,1,,Blue,1,Riven,Lillia,Cho'Gath,Twitch,Yuumi,Jax,Pyke,Evelynn,Caitlyn,Diana,Swain,Graves,Yasuo,Jhin,Neeko
5309,16.4,NA1_5500531024,0,,Red,0,Swain,Graves,Yasuo,Jhin,Neeko,Katarina,Diana,Jax,Master Yi,Renekton,Riven,Lillia,Cho'Gath,Twitch,Yuumi
5310,16.4,NA1_5501230835,1,,Blue,1,Vayne,Zaahen,Hwei,Xayah,Bard,Draven,Yone,Gwen,Xin Zhao,Malphite,Udyr,Wukong,Fizz,Brand,Nami
5311,16.4,NA1_5501230835,0,,Red,0,Udyr,Wukong,Fizz,Brand,Nami,Pyke,Veigar,Zoe,Briar,Naafiri,Vayne,Zaahen,Hwei,Xayah,Bard
5312,16.4,NA1_5501901838,0,,Blue,1,Singed,Skarner,Quinn,Twitch,Thresh,Caitlyn,Neeko,Morgana,Ambessa,Malphite,Rengar,Viego,Vladimir,Miss Fortune,Braum
5313,16.4,NA1_5501901838,1,,Red,0,Rengar,Viego,Vladimir,Miss Fortune,Braum,Anivia,Jinx,Darius,Ekko,Gwen,Singed,Skarner,Quinn,Twitch,Thresh
5314,16.4,NA1_5501490584,1,,Blue,1,Dr. Mundo,Naafiri,Ahri,Kai'Sa,Blitzcrank,Master Yi,Tryndamere,Zed,Leona,Akali,Olaf,Jax,Malphite,Ezreal,Yuumi
5315,16.4,NA1_5501490584,0,,Red,0,Olaf,Jax,Malphite,Ezreal,Yuumi,Hecarim,Kindred,Braum,Sylas,Draven,Dr. Mundo,Naafiri,Ahri,Kai'Sa,Blitzcrank
5316,16.4,NA1_5500777772,1,,Blue,1,Nasus,Kayn,Twisted Fate,Samira,Karma,Morgana,Fiddlesticks,Ambessa,Zed,Gwen,Riven,Talon,Qiyana,Katarina,Nami
5317,16.4,NA1_5500777772,0,,Red,0,Riven,Talon,Qiyana,Katarina,Nami,,Taliyah,Pyke,Yasuo,Renekton,Nasus,Kayn,Twisted Fate,Samira,Karma
5318,16.4,NA1_5505106043,1,,Blue,1,Poppy,Master Yi,Orianna,Swain,Karma,Kennen,Shaco,Lee Sin,Zed,Pyke,Darius,Volibear,Fizz,Jhin,Seraphine
5319,16.4,NA1_5505106043,0,,Red,0,Darius,Volibear,Fizz,Jhin,Seraphine,Akali,Jarvan IV,Jayce,Jax,Blitzcrank,Poppy,Master Yi,Orianna,Swain,Karma
5320,16.4,NA1_5501966342,1,,Blue,1,Nasus,Rengar,Malzahar,Kindred,Sona,Bel'Veth,Malphite,Viego,Caitlyn,Mel,Irelia,Kayn,Akali,Vayne,Zoe
5321,16.4,NA1_5501966342,0,,Red,0,Irelia,Kayn,Akali,Vayne,Zoe,Sett,Nautilus,Ezreal,Talon,Viktor,Nasus,Rengar,Malzahar,Kindred,Sona
5322,16.4,NA1_5500692654,0,,Blue,1,Yone,Kayn,Ahri,Jhin,Nami,,Kayle,Renekton,Yunara,Poppy,Fiora,Sion,Sylas,Ashe,Braum
5323,16.4,NA1_5500692654,1,,Red,0,Fiora,Sion,Sylas,Ashe,Braum,Zoe,Lillia,Teemo,Mel,Nautilus,Yone,Kayn,Ahri,Jhin,Nami
5324,16.4,NA1_5502662212,0,,Blue,1,Vladimir,Gwen,Irelia,Ezreal,Nautilus,Ambessa,Zoe,Kha'Zix,Malphite,Riven,Shen,Jax,Malzahar,Ashe,Vel'Koz
5325,16.4,NA1_5502662212,1,,Red,0,Shen,Jax,Malzahar,Ashe,Vel'Koz,Caitlyn,Twitch,Dr. Mundo,Neeko,Aurelion Sol,Vladimir,Gwen,Irelia,Ezreal,Nautilus
5326,16.4,NA1_5496560193,0,,Blue,1,Zaahen,Naafiri,Swain,Ashe,Gragas,Smolder,Gwen,Mel,Kha'Zix,Zed,Garen,Udyr,Taliyah,Caitlyn,Leona
5327,16.4,NA1_5496560193,1,,Red,0,Garen,Udyr,Taliyah,Caitlyn,Leona,Neeko,Jax,LeBlanc,Nami,Graves,Zaahen,Naafiri,Swain,Ashe,Gragas
5328,16.4,NA1_5499636138,0,,Blue,1,Gragas,Sylas,Sion,Vayne,Yuumi,Caitlyn,Malphite,,Lillia,Anivia,Urgot,Hecarim,Katarina,Aphelios,Lulu
5329,16.4,NA1_5499636138,1,,Red,0,Urgot,Hecarim,Katarina,Aphelios,Lulu,Amumu,Rell,Vladimir,Nautilus,Nami,Gragas,Sylas,Sion,Vayne,Yuumi
5330,16.4,NA1_5500337626,1,,Blue,1,Gnar,Teemo,Gangplank,Smolder,Maokai,Thresh,Irelia,Aphelios,Naafiri,Hecarim,Malphite,Ivern,Ahri,Miss Fortune,Nami
5331,16.4,NA1_5500337626,0,,Red,0,Malphite,Ivern,Ahri,Miss Fortune,Nami,Katarina,Pyke,Yasuo,Fiora,Rengar,Gnar,Teemo,Gangplank,Smolder,Maokai
5332,16.4,NA1_5504229164,1,,Blue,1,Zed,Vi,Zoe,Twitch,Leona,Mel,Vayne,Smolder,Kha'Zix,Ambessa,Yone,Master Yi,Karthus,Lucian,Nami
5333,16.4,NA1_5504229164,0,,Red,0,Yone,Master Yi,Karthus,Lucian,Nami,Shaco,Talon,Nautilus,Tryndamere,Pyke,Zed,Vi,Zoe,Twitch,Leona
5334,16.4,NA1_5503968245,0,,Blue,1,Yone,Rammus,Vex,Veigar,Zilean,Braum,Galio,Caitlyn,Kha'Zix,Zaahen,Cho'Gath,Xin Zhao,Akali,Jinx,Blitzcrank
5335,16.4,NA1_5503968245,1,,Red,0,Cho'Gath,Xin Zhao,Akali,Jinx,Blitzcrank,Galio,Darius,Ahri,Ambessa,Viego,Yone,Rammus,Vex,Veigar,Zilean
5336,16.4,NA1_5504501233,0,,Blue,1,Akali,Kha'Zix,Hwei,Xayah,Thresh,Kassadin,Rengar,Ashe,Vex,Zyra,Malphite,Xin Zhao,Naafiri,Ezreal,Tahm Kench
5337,16.4,NA1_5504501233,1,,Red,0,Malphite,Xin Zhao,Naafiri,Ezreal,Tahm Kench,Rengar,Shaco,Vex,Illaoi,Pyke,Akali,Kha'Zix,Hwei,Xayah,Thresh
5338,16.4,NA1_5496512497,0,,Blue,1,Fiora,Briar,Twisted Fate,Veigar,Thresh,Akali,Kayn,Rengar,Malphite,Caitlyn,Sion,Brand,Nasus,Kai'Sa,Soraka
5339,16.4,NA1_5496512497,1,,Red,0,Sion,Brand,Nasus,Kai'Sa,Soraka,Kayn,Gwen,Ahri,Jinx,Dr. Mundo,Fiora,Briar,Twisted Fate,Veigar,Thresh
5340,16.4,NA1_5504110259,1,,Blue,1,Garen,Vi,Katarina,Varus,Brand,Ekko,Aatrox,Kindred,Yasuo,Akali,Jax,Rengar,Vladimir,Aphelios,Nami
5341,16.4,NA1_5504110259,0,,Red,0,Jax,Rengar,Vladimir,Aphelios,Nami,Draven,Lulu,,Malphite,Nilah,Garen,Vi,Katarina,Varus,Brand
5342,16.4,NA1_5504476855,0,,Blue,1,Yasuo,Sejuani,Ahri,Caitlyn,Blitzcrank,Varus,Brand,Trundle,Jax,Galio,Vladimir,Shen,Talon,Ezreal,Taric
5343,16.4,NA1_5504476855,1,,Red,0,Vladimir,Shen,Talon,Ezreal,Taric,Nocturne,Fizz,Dr. Mundo,Morgana,Bard,Yasuo,Sejuani,Ahri,Caitlyn,Blitzcrank
5344,16.4,NA1_5496320589,0,,Blue,1,Rumble,Lee Sin,Qiyana,Smolder,Swain,Diana,Nilah,Yuumi,Jarvan IV,Darius,Gnar,Rammus,Malphite,Veigar,Senna
5345,16.4,NA1_5496320589,1,,Red,0,Gnar,Rammus,Malphite,Veigar,Senna,Sylas,Brand,Renekton,Kha'Zix,Zyra,Rumble,Lee Sin,Qiyana,Smolder,Swain
5346,16.4,NA1_5505129001,1,,Blue,1,Yorick,Kindred,Ekko,Nilah,Zilean,Dr. Mundo,Lucian,Akali,Nasus,Kha'Zix,Aatrox,Briar,Aurelion Sol,Seraphine,Janna
5347,16.4,NA1_5505129001,0,,Red,0,Aatrox,Briar,Aurelion Sol,Seraphine,Janna,Sylas,Fiora,Dr. Mundo,,Twitch,Yorick,Kindred,Ekko,Nilah,Zilean
5348,16.4,NA1_5495989911,1,,Blue,1,Darius,Aatrox,Sion,Swain,Fiddlesticks,Master Yi,Soraka,Yone,Pyke,Heimerdinger,Camille,Talon,Azir,Aphelios,Janna
5349,16.4,NA1_5495989911,0,,Red,0,Camille,Talon,Azir,Aphelios,Janna,Rengar,Ekko,Malphite,,Brand,Darius,Aatrox,Sion,Swain,Fiddlesticks
5350,16.4,NA1_5504392053,0,,Blue,1,Sion,Ekko,Orianna,Smolder,Senna,Caitlyn,Fiddlesticks,Kha'Zix,Gwen,Kassadin,Graves,Kayn,Twisted Fate,Twitch,Lulu
5351,16.4,NA1_5504392053,1,,Red,0,Graves,Kayn,Twisted Fate,Twitch,Lulu,Jarvan IV,Bard,Caitlyn,Zac,Gwen,Sion,Ekko,Orianna,Smolder,Senna
5352,16.4,NA1_5500581587,0,,Blue,1,Garen,Xin Zhao,Heimerdinger,Ezreal,Thresh,Soraka,Mel,Yasuo,Vayne,Naafiri,Urgot,Jarvan IV,Viktor,Aphelios,Brand
5353,16.4,NA1_5500581587,1,,Red,0,Urgot,Jarvan IV,Viktor,Aphelios,Brand,Twitch,Rumble,Naafiri,Gwen,Akali,Garen,Xin Zhao,Heimerdinger,Ezreal,Thresh
5354,16.4,NA1_5499235043,0,,Blue,1,Rumble,Briar,Smolder,Malzahar,Nami,Nautilus,Malphite,Naafiri,Hecarim,Akali,Gragas,Dr. Mundo,Sylas,Miss Fortune,Thresh
5355,16.4,NA1_5499235043,1,,Red,0,Gragas,Dr. Mundo,Sylas,Miss Fortune,Thresh,Ambessa,Caitlyn,Master Yi,Leona,Vladimir,Rumble,Briar,Smolder,Malzahar,Nami
5356,16.4,NA1_5495918310,0,,Blue,1,Gangplank,Brand,Akali,Caitlyn,Thresh,Ryze,Naafiri,Morgana,Riven,Draven,Darius,Elise,Zed,Corki,Pyke
5357,16.4,NA1_5495918310,1,,Red,0,Darius,Elise,Zed,Corki,Pyke,Anivia,Mel,Bel'Veth,Ziggs,Gwen,Gangplank,Brand,Akali,Caitlyn,Thresh
5358,16.4,NA1_5501006448,0,,Blue,1,Cho'Gath,Volibear,Naafiri,Caitlyn,Maokai,Ezreal,Blitzcrank,Diana,Jax,Master Yi,Sett,Viego,Lux,Jinx,Karma
5359,16.4,NA1_5501006448,1,,Red,0,Sett,Viego,Lux,Jinx,Karma,Mel,Illaoi,Braum,Rengar,Pyke,Cho'Gath,Volibear,Naafiri,Caitlyn,Maokai
5360,16.4,NA1_5504110421,1,,Blue,1,Cho'Gath,Shaco,Yasuo,Kai'Sa,Alistar,Gwen,Viktor,,Twitch,Zaahen,Sett,Viego,Ahri,Jinx,Lulu
5361,16.4,NA1_5504110421,0,,Red,0,Sett,Viego,Ahri,Jinx,Lulu,Rek'Sai,Pyke,Jax,Graves,Aurelion Sol,Cho'Gath,Shaco,Yasuo,Kai'Sa,Alistar
5362,16.4,NA1_5503521047,0,,Blue,1,Jax,Hecarim,Vex,Smolder,Nami,Braum,Zed,Viego,,,Zaahen,Nunu & Willump,Talon,Senna,Yuumi
5363,16.4,NA1_5503521047,1,,Red,0,Zaahen,Nunu & Willump,Talon,Senna,Yuumi,Lulu,Ekko,Qiyana,Leona,Vladimir,Jax,Hecarim,Vex,Smolder,Nami
5364,16.4,NA1_5503910150,0,,Blue,1,Zaahen,Jarvan IV,Malzahar,Miss Fortune,Sona,Teemo,Rengar,Sett,Caitlyn,Yasuo,Akali,Nasus,Diana,Smolder,Bard
5365,16.4,NA1_5503910150,1,,Red,0,Akali,Nasus,Diana,Smolder,Bard,Gwen,Mel,Braum,Ahri,Rengar,Zaahen,Jarvan IV,Malzahar,Miss Fortune,Sona
5366,16.4,NA1_5501684670,1,,Blue,1,Gangplank,Vi,Hwei,Yunara,Braum,Riven,Briar,Kha'Zix,Zed,Swain,Irelia,Nidalee,Mel,Zeri,Lissandra
5367,16.4,NA1_5501684670,0,,Red,0,Irelia,Nidalee,Mel,Zeri,Lissandra,Kassadin,Caitlyn,Karthus,Zaahen,Twitch,Gangplank,Vi,Hwei,Yunara,Braum
5368,16.4,NA1_5504387330,0,,Blue,1,Gragas,Volibear,Ahri,Ashe,Janna,LeBlanc,Ambessa,Kha'Zix,Naafiri,Blitzcrank,Ornn,Lee Sin,Galio,Ezreal,Mel
5369,16.4,NA1_5504387330,1,,Red,0,Ornn,Lee Sin,Galio,Ezreal,Mel,Aatrox,Karma,Ambessa,Hecarim,Taliyah,Gragas,Volibear,Ahri,Ashe,Janna
5370,16.4,NA1_5503262699,0,,Blue,1,Nasus,Taliyah,Sion,Twitch,Teemo,Katarina,Shen,Volibear,Karma,Ekko,Ryze,Nunu & Willump,Aurora,Vayne,Morgana
5371,16.4,NA1_5503262699,1,,Red,0,Ryze,Nunu & Willump,Aurora,Vayne,Morgana,Caitlyn,Ambessa,Diana,Akali,Zaahen,Nasus,Taliyah,Sion,Twitch,Teemo
5372,16.4,NA1_5501349187,0,,Blue,1,Cassiopeia,Dr. Mundo,Sylas,Corki,Sona,Hecarim,Vex,Yasuo,Braum,Ambessa,Illaoi,Xin Zhao,Katarina,Kai'Sa,Bard
5373,16.4,NA1_5501349187,1,,Red,0,Illaoi,Xin Zhao,Katarina,Kai'Sa,Bard,,Diana,Caitlyn,Mel,Viego,Cassiopeia,Dr. Mundo,Sylas,Corki,Sona
5374,16.4,NA1_5500385860,0,,Blue,1,Aatrox,Malphite,Cho'Gath,Twitch,Lulu,,Vayne,Viktor,Draven,Kog'Maw,Jayce,Kha'Zix,Sylas,Yunara,Seraphine
5375,16.4,NA1_5500385860,1,,Red,0,Jayce,Kha'Zix,Sylas,Yunara,Seraphine,Graves,Naafiri,Riven,Mel,Pyke,Aatrox,Malphite,Cho'Gath,Twitch,Lulu
5376,16.4,NA1_5502903017,0,,Blue,1,Dr. Mundo,Talon,Xerath,Smolder,Pantheon,Nami,Viego,Pyke,Yasuo,Aatrox,Renekton,Volibear,Sylas,Caitlyn,Anivia
5377,16.4,NA1_5502903017,1,,Red,0,Renekton,Volibear,Sylas,Caitlyn,Anivia,Kha'Zix,Tahm Kench,Zed,Cassiopeia,Illaoi,Dr. Mundo,Talon,Xerath,Smolder,Pantheon
5378,16.4,NA1_5502473360,0,,Blue,1,Vayne,Shaco,Twisted Fate,Caitlyn,Thresh,Zed,Malphite,,Rengar,Jax,Mordekaiser,Master Yi,Seraphine,Aphelios,Pyke
